created_at,entry_id,Temperature (C),Turbidity(NTU),PH
2021-07-07 15:20:51 CET,137,26,100,6.35003
2021-07-07 15:21:11 CET,138,26,100,6.34549
2021-07-07 15:21:30 CET,139,26,100,6.34549
2021-07-07 15:21:50 CET,140,25.9375,100,6.34095
2021-07-07 15:22:09 CET,141,26.0625,100,6.35003
2021-07-07 15:22:29 CET,142,26,100,6.35911
2021-07-07 15:23:33 CET,143,26,100,6.34095
2021-07-07 15:23:53 CET,144,26,100,6.35911
2021-07-07 15:24:13 CET,145,26.0625,100,6.35003
2021-07-07 15:24:32 CET,146,26,100,6.37727
2021-08-12 12:58:51 CET,147,27.375,-13,6.05951
2021-08-12 12:59:11 CET,148,27.5625,-13,6.20931
2021-08-12 12:59:31 CET,149,27.8125,-13,6.06858
2021-08-12 13:00:28 CET,150,28.3125,-13,5.05628
2021-08-12 13:01:24 CET,151,28.3125,-13,6.15937
2021-08-12 13:01:44 CET,152,28.25,-13,6.21385
2021-08-12 13:02:04 CET,153,28.3125,-13,5.93694
2021-08-12 13:02:24 CET,154,28.1875,-13,5.01543
2021-08-12 13:02:44 CET,155,28.1875,-2,6.17753
2021-08-12 13:03:03 CET,156,28.1875,-13,6.22293
2021-08-12 13:03:23 CET,157,28.125,-13,6.22747
2021-08-12 13:03:43 CET,158,28.0625,-13,6.20477
2021-08-12 13:04:02 CET,159,28,-13,6.18661
2021-08-12 13:04:22 CET,160,27.9375,-13,6.20477
2021-08-12 13:04:42 CET,161,27.9375,-13,6.21385
2021-08-12 13:05:01 CET,162,27.8125,-13,6.20023
2021-08-12 13:05:21 CET,163,27.75,-13,6.20023
2021-08-12 13:05:41 CET,164,27.6875,-13,6.19569
2021-08-12 13:06:01 CET,165,27.6875,-13,6.18661
2021-08-12 13:06:20 CET,166,27.6875,-13,6.17299
2021-08-12 13:06:40 CET,167,27.625,-13,6.1276
2021-08-12 13:06:59 CET,168,27.625,-13,6.17299
2021-08-12 13:07:19 CET,169,27.5625,-13,6.19569
2021-08-12 13:07:39 CET,170,27.5,-13,6.17753
2021-08-12 13:08:35 CET,171,27.4375,-13,6.17299
2021-08-12 13:08:55 CET,172,27.4375,-13,6.16845
2021-08-12 13:09:14 CET,173,27.4375,-13,6.16845
2021-08-12 13:09:34 CET,174,27.4375,-13,6.11852
2021-08-12 13:09:53 CET,175,27.375,-13,6.18207
2021-08-12 13:10:13 CET,176,27.3125,-13,6.17753
2021-08-12 13:10:32 CET,177,27.3125,-13,6.16845
2021-08-12 13:10:52 CET,178,27.25,-13,6.15937
2021-08-12 13:11:12 CET,179,27.25,-13,6.07312
2021-08-12 13:11:31 CET,180,27.25,-13,6.15937
2021-08-12 13:11:51 CET,181,27.1875,-13,6.13214
2021-08-12 13:12:10 CET,182,27.125,-13,6.1276
2021-08-12 13:12:30 CET,183,27.125,-13,6.17299
2021-08-12 13:12:50 CET,184,27.0625,-13,6.13214
2021-08-12 13:13:09 CET,185,27.0625,-13,6.1276
2021-08-12 13:14:06 CET,186,27,-13,6.18661
2021-08-12 13:14:25 CET,187,27.0625,-13,6.16845
2021-08-12 13:14:45 CET,188,27.0625,-13,6.13214
2021-08-12 13:15:04 CET,189,27.125,-13,6.16391
2021-08-12 13:15:24 CET,190,27.125,-13,6.1276
2021-08-12 13:15:44 CET,191,27.0625,-13,6.15937
2021-08-12 13:16:40 CET,192,27.1875,-13,5.93694
2021-08-12 13:17:00 CET,193,27.1875,-13,5.93694
2021-08-12 13:17:19 CET,194,27.1875,-13,5.96872
2021-08-12 13:18:16 CET,195,27.25,-13,6.05497
2021-08-12 13:18:35 CET,196,27.25,-13,6.07312
2021-08-12 13:18:55 CET,197,27.3125,-13,6.09582
2021-08-12 13:19:14 CET,198,27.3125,-13,6.1276
2021-08-12 13:19:34 CET,199,27.375,-13,6.1276
2021-08-12 13:19:53 CET,200,27.375,-13,6.16845
2021-08-12 13:20:13 CET,201,27.375,-13,6.11398
2021-08-12 13:20:33 CET,202,27.375,-13,6.0822
2021-08-12 13:21:29 CET,203,27.375,-13,6.13214
2021-08-12 13:21:49 CET,204,27.4375,-13,6.05497
2021-08-12 13:22:45 CET,205,27.5,-13,6.1049
2021-08-12 13:23:05 CET,206,27.5,-13,6.10944
2021-08-12 13:23:25 CET,207,27.5,-13,6.1276
2021-08-12 13:23:44 CET,208,27.5625,-13,6.15937
2021-08-12 13:24:04 CET,209,27.5625,-13,6.15937
2021-08-12 13:24:23 CET,210,27.5625,-13,6.15937
2021-08-12 13:24:43 CET,211,27.5625,-13,6.17753
2021-08-12 13:25:03 CET,212,27.5625,-13,6.12306
2021-08-12 13:25:22 CET,213,27.5625,-13,6.1276
2021-08-12 13:25:42 CET,214,27.5625,-13,6.12306
2021-08-12 13:26:38 CET,215,27.625,-13,6.1049
2021-08-12 13:27:35 CET,216,27.75,-13,6.16391
2021-08-12 13:28:32 CET,217,27.875,-13,6.16391
2021-08-12 13:28:52 CET,218,27.9375,-13,6.16845
2021-08-12 13:29:11 CET,219,27.9375,-13,6.10944
2021-08-12 13:29:31 CET,220,27.9375,-13,6.11852
2021-08-12 13:29:51 CET,221,28,-13,6.10036
2021-08-12 13:30:10 CET,222,27.9375,-13,6.1049
2021-08-12 13:30:31 CET,223,27.9375,-13,6.12306
2021-08-12 13:30:50 CET,224,28,-13,6.0822
2021-08-12 13:31:10 CET,225,28.125,-13,6.05043
2021-08-12 13:31:29 CET,226,28.1875,-13,6.04135
2021-08-12 13:31:50 CET,227,28.25,-13,6.05951
2021-08-12 13:32:10 CET,228,28.4375,-13,6.10944
2021-08-12 13:32:30 CET,229,28.5625,-13,5.99595
2021-08-12 13:32:49 CET,230,28.6875,-13,6.00503
2021-08-12 13:33:09 CET,231,28.8125,-13,6.00503
2021-08-12 13:33:28 CET,232,29,-13,6.00503
2021-08-12 13:33:48 CET,233,29.125,-13,6.06858
2021-08-12 13:34:07 CET,234,29.25,-13,6.03227
2021-08-12 13:34:27 CET,235,29.3125,-13,6.1049
2021-08-12 13:34:47 CET,236,29.3125,-13,6.11398
2021-08-12 13:35:06 CET,237,29.3125,-13,6.1049
2021-08-12 13:35:26 CET,238,29.375,-13,6.05497
2021-08-12 13:35:46 CET,239,29.3125,-13,5.98687
2021-08-12 13:36:06 CET,240,29.375,-13,6.00957
2021-08-12 13:36:25 CET,241,29.4375,-13,6.04135
2021-08-12 13:36:45 CET,242,29.5,-13,6.01865
2021-08-22 21:25:00 CET,243,25.6875,-8,8.48358
2021-08-22 21:25:22 CET,244,25.6875,-10,8.48358
2021-08-22 21:25:46 CET,245,25.6875,-11,8.55167
2021-08-22 21:26:10 CET,246,25.6875,-11,8.48358
2021-08-22 21:26:31 CET,247,25.6875,-11,10.3039
2021-08-22 21:26:56 CET,248,25.75,-12,9.70924
2021-08-22 21:27:18 CET,249,25.6875,-12,9.28706
2021-08-22 21:27:44 CET,250,25.6875,-11,8.37917
2021-08-22 21:28:36 CET,251,25.6875,-10,7.60746
2021-08-22 21:29:01 CET,252,25.6875,-13,7.35779
2021-08-22 21:29:27 CET,253,25.6875,-11,7.21707
2021-08-22 21:29:57 CET,254,25.625,-13,7.08996
2021-08-22 21:30:20 CET,255,25.6875,-11,6.95832
2021-08-22 21:30:41 CET,256,25.6875,-11,6.99464
2021-09-24 13:31:02 CET,257,31,36,-1.74383
2021-09-24 13:32:00 CET,258,31.625,36,-1.97535
2021-09-24 13:32:24 CET,259,31.6875,36,-1.95265
2021-09-24 13:32:46 CET,260,31.4375,36,-1.90272
2021-10-01 11:28:43 CET,261,26.875,-3,-1.73022
2021-10-01 11:29:04 CET,262,-127,-96,-1.59403
2021-10-01 11:29:25 CET,263,-127,-96,-1.61673
2021-10-01 11:29:45 CET,264,-127,-96,-1.63943
2021-10-01 11:30:08 CET,265,-127,-96,-1.61673
2021-10-01 11:31:32 CET,266,-127,-97,-1.63035
2021-10-06 12:34:22 CET,267,26.625,-13,3.5401
2021-10-06 12:34:41 CET,268,26.5625,-13,3.39484
2021-10-06 12:37:11 CET,269,26.625,-13,3.15425
2021-10-06 12:37:31 CET,270,26.6875,-13,3.14971
2021-10-06 12:37:50 CET,271,26.6875,-13,3.12701
2021-10-06 12:38:10 CET,272,26.6875,-13,3.12701
2021-10-06 12:38:29 CET,273,26.625,-13,3.12701
2021-10-06 12:38:48 CET,274,26.6875,-13,3.11339
2021-10-06 12:39:08 CET,275,26.6875,-13,3.11793
2021-10-06 12:39:27 CET,276,26.6875,-13,3.10885
2021-10-06 12:40:23 CET,277,26.6875,-13,3.15425
2021-10-06 12:40:43 CET,278,26.625,-13,3.10885
2021-10-06 12:41:02 CET,279,26.6875,-13,3.09524
2021-10-06 12:41:22 CET,280,26.6875,-13,3.0907
2021-10-06 12:41:41 CET,281,26.6875,-13,3.0907
2021-10-06 12:42:01 CET,282,26.6875,-13,3.10431
2021-10-06 12:42:20 CET,283,26.6875,-13,3.09524
2021-10-06 12:42:40 CET,284,26.6875,-13,3.10431
2021-10-06 12:42:59 CET,285,26.6875,-13,3.08616
2021-10-06 12:43:19 CET,286,26.6875,-13,3.08162
2021-10-06 12:43:38 CET,287,26.6875,-13,3.08162
2021-10-06 12:43:58 CET,288,26.6875,-13,3.08616
2021-10-06 12:44:17 CET,289,26.6875,-13,3.08616
2021-10-06 12:44:37 CET,290,26.6875,-13,3.11793
2021-10-06 12:44:56 CET,291,26.6875,-13,3.07254
2021-10-06 12:45:16 CET,292,26.6875,-13,3.05438
2021-10-06 12:45:35 CET,293,26.6875,-13,3.06346
2021-10-06 12:45:55 CET,294,26.75,-13,3.07254
2021-10-06 12:46:51 CET,295,26.6875,-13,3.06346
2021-10-06 12:47:11 CET,296,26.75,-13,3.05892
2021-10-06 12:48:07 CET,297,26.6875,-13,3.03622
2021-10-06 12:48:27 CET,298,26.6875,-13,3.05892
2021-10-06 12:48:46 CET,299,26.625,-13,3.05438
2021-10-06 12:49:06 CET,300,26.6875,-13,3.05438
2021-10-06 12:49:25 CET,301,26.625,-13,3.05438
2021-10-06 12:49:45 CET,302,26.75,-13,3.07708
2021-10-06 12:50:05 CET,303,26.75,-13,3.10431
2021-10-06 12:50:24 CET,304,26.75,-13,3.16787
2021-10-06 12:50:45 CET,305,26.75,-13,3.17241
2021-10-06 12:51:04 CET,306,26.75,-13,3.17695
2021-10-06 12:51:24 CET,307,26.8125,-13,3.19056
2021-10-06 12:51:44 CET,308,26.8125,-13,3.19964
2021-10-06 12:52:32 CET,309,-127,95,15.45166
2021-10-06 12:52:52 CET,310,-127,95,15.45166
10/10/2021,311,-127,100,15.45166
10/10/2021,312,-127,100,15.45166
10/10/2021,313,27.125,100,6.01411
10/10/2021,314,27.3125,100,6.03227
10/10/2021,315,27.25,100,6.03681
10/10/2021,316,27.25,100,5.87339
10/10/2021,317,27.25,100,6.04135
10/10/2021,318,27.25,100,6.04135
10/10/2021,319,27.25,100,6.03681
10/10/2021,320,27.25,100,6.03681
10/10/2021,321,27.25,100,6.05043
10/10/2021,322,27.25,100,6.05043
10/10/2021,323,27.25,100,6.01865
10/10/2021,324,27.1875,100,6.04135
10/10/2021,325,27.125,100,6.01411
10/10/2021,326,27.125,100,6.02319
10/10/2021,327,27.125,100,6.02319
10/10/2021,328,27.125,100,6.03681
10/10/2021,329,27.1875,100,6.07312
10/10/2021,330,27.125,100,6.05043
10/10/2021,331,27.1875,100,6.03681
10/10/2021,332,27.125,100,6.0822
10/10/2021,333,27.125,100,6.02319
10/10/2021,334,27.125,100,6.02319
10/10/2021,335,27.1875,100,6.00957
10/10/2021,336,27.125,100,6.03227
10/10/2021,337,27.1875,100,6.03681
10/10/2021,338,27.125,100,6.03681
10/10/2021,339,27.125,100,6.03227
10/10/2021,340,27.125,100,6.03227
10/10/2021,341,27.125,100,6.03227
10/10/2021,342,27.1875,100,6.03227
10/10/2021,343,27.1875,100,6.03681
10/10/2021,344,27.1875,100,6.03227
10/10/2021,345,27.1875,100,6.01411
10/10/2021,346,27.125,100,6.02773
10/10/2021,347,27.125,100,6.03227
10/10/2021,348,27.125,100,6.02319
10/10/2021,349,27.125,100,6.01865
10/10/2021,350,27.125,100,6.03227
10/10/2021,351,27.125,100,6.03227
10/10/2021,352,27.1875,100,6.04135
10/10/2021,353,27.125,100,6.02319
10/10/2021,354,27.125,100,6.03681
10/10/2021,355,27.125,100,6.05497
10/10/2021,356,27.125,100,6.03681
10/10/2021,357,27.125,100,6.03227
10/10/2021,358,27.125,100,6.03227
10/10/2021,359,27.125,100,6.03227
10/10/2021,360,27.1875,100,6.01865
10/10/2021,361,27.125,100,6.03227
10/10/2021,362,27.125,100,6.02319
10/10/2021,363,27.125,100,6.02773
10/10/2021,364,27.1875,100,6.02319
10/10/2021,365,27.125,100,6.02319
10/10/2021,366,27.125,100,6.03227
10/10/2021,367,27.1875,100,6.01411
10/10/2021,368,27.1875,100,6.02319
10/10/2021,369,27.125,100,6.03681
10/10/2021,370,27.125,100,6.04135
10/10/2021,371,27.1875,100,6.03681
10/10/2021,372,27.125,100,6.03681
10/10/2021,373,27.125,100,6.02319
10/10/2021,374,27.125,100,6.02773
10/10/2021,375,27.125,100,6.03681
10/10/2021,376,27.125,100,6.01865
10/10/2021,377,27.125,100,6.03227
10/10/2021,378,27.125,100,6.02319
10/10/2021,379,27.125,100,6.03227
10/10/2021,380,27.125,100,6.03681
10/10/2021,381,27.1875,100,6.05043
10/10/2021,382,27.125,100,6.05497
10/10/2021,383,27.125,100,6.03227
10/10/2021,384,27.125,100,6.03227
10/10/2021,385,27.1875,100,6.03227
10/10/2021,386,27.125,100,6.04135
10/10/2021,387,27.125,100,6.05497
10/10/2021,388,27.125,100,6.03681
10/10/2021,389,27.125,100,6.03227
10/10/2021,390,27.1875,100,6.03227
10/10/2021,391,27.125,100,6.05497
10/10/2021,392,27.125,100,6.05043
10/10/2021,393,27.125,100,6.03681
10/10/2021,394,27.125,100,6.06858
10/10/2021,395,27.125,100,6.04135
10/10/2021,396,27.1875,100,6.03681
10/10/2021,397,27.125,100,6.03681
10/10/2021,398,27.125,100,6.04135
10/10/2021,399,27.125,100,6.04135
10/10/2021,400,27.125,100,6.05043
10/10/2021,401,27.125,100,6.03681
10/10/2021,402,27.125,100,6.05043
10/10/2021,403,27.125,100,6.03227
10/10/2021,404,27.125,100,6.05043
10/10/2021,405,27.125,100,6.03227
10/10/2021,406,27.125,100,6.03681
10/10/2021,407,27.0625,100,6.0822
10/10/2021,408,27.125,100,6.05043
10/10/2021,409,27.0625,100,6.02319
10/10/2021,410,27.125,100,6.03227
10/10/2021,411,27.125,100,6.07766
10/10/2021,412,27.0625,100,6.03227
10/10/2021,413,27.1875,100,6.05497
10/10/2021,414,27.1875,100,6.02773
10/10/2021,415,27.125,100,6.03681
10/10/2021,416,27.125,100,6.03681
10/10/2021,417,27.125,100,6.00957
10/10/2021,418,27.125,100,6.04135
10/10/2021,419,27.125,100,6.03227
10/10/2021,420,27.125,100,6.05043
10/10/2021,421,27.125,100,6.04135
10/10/2021,422,27.1875,100,6.01411
24/10/2021,423,26.0625,100,5.97326
24/10/2021,424,25.25,100,6.05043
7/11/2021,425,23.9375,100,6.16845
7/11/2021,426,25.1875,100,6.0822
7/11/2021,427,25.25,100,6.07312
7/11/2021,428,25.1875,100,6.09128
7/11/2021,429,24.5,100,6.65871
7/11/2021,430,24.875,100,6.2774
21/11/2021,431,25.8125,100,6.33187
21/11/2021,432,25.9375,100,6.33641
21/11/2021,433,25.9375,100,6.33641
21/11/2021,434,25.9375,100,6.34549
21/11/2021,435,25.9375,100,6.34095
21/11/2021,436,25.875,100,6.34095
21/11/2021,437,26,100,6.34549
21/11/2021,438,25.9375,100,6.34095
21/11/2021,439,-127,100,6.32733
21/11/2021,440,25.9375,100,6.34095
21/11/2021,441,25.875,100,6.34095
21/11/2021,442,26,100,6.34549
21/11/2021,443,26,100,6.35003
21/11/2021,444,25.9375,100,6.32733
21/11/2021,445,25.9375,100,6.35003
21/11/2021,446,26,100,6.34549
21/11/2021,447,26,100,6.35003
21/11/2021,448,26,100,6.34549
21/11/2021,449,26,100,6.34549
21/11/2021,450,25.9375,100,6.34095
21/11/2021,451,26.0625,100,6.35003
21/11/2021,452,26,100,6.35911
21/11/2021,453,26,100,6.34095
21/11/2021,454,26,100,6.35911
21/11/2021,455,26.0625,100,6.35003
21/11/2021,456,26,100,6.37727
5/12/2021,457,27.375,-13,6.05951
5/12/2021,458,27.5625,-13,6.20931
5/12/2021,459,27.8125,-13,6.06858
5/12/2021,460,28.3125,-13,5.05628
5/12/2021,461,28.3125,-13,6.15937
5/12/2021,462,28.25,-13,6.21385
5/12/2021,463,28.3125,-13,5.93694
5/12/2021,464,28.1875,-13,5.01543
5/12/2021,465,28.1875,-2,6.17753
5/12/2021,466,28.1875,-13,6.22293
5/12/2021,467,28.125,-13,6.22747
5/12/2021,468,28.0625,-13,6.20477
5/12/2021,469,28,-13,6.18661
5/12/2021,470,27.9375,-13,6.20477
5/12/2021,471,27.9375,-13,6.21385
5/12/2021,472,27.8125,-13,6.20023
5/12/2021,473,27.75,-13,6.20023
5/12/2021,474,27.6875,-13,6.19569
5/12/2021,475,27.6875,-13,6.18661
5/12/2021,476,27.6875,-13,6.17299
5/12/2021,477,27.625,-13,6.1276
5/12/2021,478,27.625,-13,6.17299
5/12/2021,479,27.5625,-13,6.19569
5/12/2021,480,27.5,-13,6.17753
5/12/2021,481,27.4375,-13,6.17299
5/12/2021,482,27.4375,-13,6.16845
5/12/2021,483,27.4375,-13,6.16845
5/12/2021,484,27.4375,-13,6.11852
5/12/2021,485,27.375,-13,6.18207
5/12/2021,486,27.3125,-13,6.17753
5/12/2021,487,27.3125,-13,6.16845
5/12/2021,488,27.25,-13,6.15937
5/12/2021,489,27.25,-13,6.07312
5/12/2021,490,27.25,-13,6.15937
5/12/2021,491,27.1875,-13,6.13214
5/12/2021,492,27.125,-13,6.1276
5/12/2021,493,27.125,-13,6.17299
5/12/2021,494,27.0625,-13,6.13214
5/12/2021,495,27.0625,-13,6.1276
5/12/2021,496,27,-13,6.18661
5/12/2021,497,27.0625,-13,6.16845
5/12/2021,498,27.0625,-13,6.13214
5/12/2021,499,27.125,-13,6.16391
5/12/2021,500,27.125,-13,6.1276
5/12/2021,501,27.0625,-13,6.15937
5/12/2021,502,27.1875,-13,5.93694
5/12/2021,503,27.1875,-13,5.93694
5/12/2021,504,27.1875,-13,5.96872
5/12/2021,505,27.25,-13,6.05497
5/12/2021,506,27.25,-13,6.07312
5/12/2021,507,27.3125,-13,6.09582
5/12/2021,508,27.3125,-13,6.1276
5/12/2021,509,27.375,-13,6.1276
5/12/2021,510,27.375,-13,6.16845
5/12/2021,511,27.375,-13,6.11398
5/12/2021,512,27.375,-13,6.0822
5/12/2021,513,27.375,-13,6.13214
5/12/2021,514,27.4375,-13,6.05497
5/12/2021,515,27.5,-13,6.1049
5/12/2021,516,27.5,-13,6.10944
5/12/2021,517,27.5,-13,6.1276
5/12/2021,518,27.5625,-13,6.15937
5/12/2021,519,27.5625,-13,6.15937
5/12/2021,520,27.5625,-13,6.15937
5/12/2021,521,27.5625,-13,6.17753
5/12/2021,522,27.5625,-13,6.12306
5/12/2021,523,27.5625,-13,6.1276
5/12/2021,524,27.5625,-13,6.12306
5/12/2021,525,27.625,-13,6.1049
5/12/2021,526,27.75,-13,6.16391
5/12/2021,527,27.875,-13,6.16391
5/12/2021,528,27.9375,-13,6.16845
5/12/2021,529,27.9375,-13,6.10944
5/12/2021,530,27.9375,-13,6.11852
5/12/2021,531,28,-13,6.10036
5/12/2021,532,27.9375,-13,6.1049
5/12/2021,533,27.9375,-13,6.12306
5/12/2021,534,28,-13,6.0822
5/12/2021,535,28.125,-13,6.05043
5/12/2021,536,28.1875,-13,6.04135
5/12/2021,537,28.25,-13,6.05951
